Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,NameASCII,PlayerId,MLBAMID
"C.J. Cron","COL",142,547,28,70,92,1,0.109689213,0.213893967,0.280851063,0.37477148,0.529787234,11,0,132,0.904558714,"C.J. Cron",12546,543068
"Trevor Story","COL",142,595,24,88,75,20,0.08907563,0.233613445,0.25095057,0.329411764,0.471482889,7,6,132,0.800894653,"Trevor Story",12564,596115
"Austin Meadows","TBR",142,591,27,79,106,4,0.099830795,0.20642978,0.233590733,0.314720812,0.457528957,4,3,121,0.772249769,"Austin Meadows",15672,640457
"Anthony Rizzo","- - -",141,576,22,73,61,6,0.090277777,0.151041666,0.24798387,0.34375,0.439516129,15,2,123,0.783266129,"Anthony Rizzo",3473,519203
"Mark Canha","OAK",141,625,17,93,61,12,0.1232,0.2048,0.231213872,0.3584,0.387283236,9,2,120,0.745683236,"Mark Canha",11445,592192
"Bryce Harper","PHI",141,599,35,101,84,13,0.166944908,0.223706176,0.309426229,0.42881072,0.614754098,12,3,151,1.043564818,"Bryce Harper",11579,547180
"Amed Rosario","CLE",141,588,11,77,57,13,0.052721088,0.204081632,0.281818181,0.321428571,0.409090909,12,0,155,0.73051948,"Amed Rosario",15518,642708
"Lourdes Gurriel Jr.","TOR",141,541,21,62,84,1,0.059149722,0.188539741,0.276,0.318518518,0.466,8,3,138,0.784518518,"Lourdes Gurriel Jr.",19238,666971
"Randy Arozarena","TBR",141,604,20,94,69,20,0.092715231,0.281456953,0.274102079,0.355960264,0.459357277,9,10,145,0.815317541,"Randy Arozarena",19290,668227
"Nelson Cruz","- - -",140,584,32,79,86,3,0.087328767,0.215753424,0.265107212,0.334482758,0.497076023,14,0,136,0.831558781,"Nelson Cruz",2434,443558
"Brett Gardner","NYY",140,461,10,47,39,4,0.130151843,0.216919739,0.222222222,0.326754385,0.361757105,3,0,86,0.68851149,"Brett Gardner",9927,458731
"Brad Miller","PHI",140,377,20,53,49,3,0.119363395,0.297082228,0.226586102,0.320954907,0.453172205,7,0,75,0.774127112,"Brad Miller",12775,543543
"Willy Adames","- - -",140,555,25,77,73,5,0.102702702,0.281081081,0.261569416,0.336936936,0.480885311,9,4,130,0.817822247,"Willy Adames",15986,642715
"Kyle Tucker","HOU",140,567,30,83,92,14,0.093474426,0.158730158,0.294466403,0.359292035,0.557312252,10,2,149,0.916604287,"Kyle Tucker",18345,663656
"Jed Lowrie","OAK",139,512,14,55,69,0,0.095703125,0.2109375,0.245076586,0.318359375,0.398249452,8,0,112,0.716608827,"Jed Lowrie",4418,476704
"Giancarlo Stanton","NYY",139,579,35,64,97,0,0.10880829,0.271157167,0.272549019,0.354058721,0.515686274,22,0,139,0.869744995,"Giancarlo Stanton",4949,519317
"Wilmer Flores","SFG",139,436,18,57,53,1,0.094036697,0.128440366,0.262210796,0.334862385,0.447300771,11,0,102,0.782163156,"Wilmer Flores",5827,527038
"Mike Yastrzemski","SFG",139,532,25,75,71,4,0.095864661,0.246240601,0.224358974,0.310734463,0.457264957,3,0,105,0.76799942,"Mike Yastrzemski",14854,573262
"Josh Rojas","ARI",139,550,11,69,44,9,0.105454545,0.249090909,0.264462809,0.341284403,0.411157024,7,4,128,0.752441427,"Josh Rojas",19734,668942
"Brandon Crawford","SFG",138,549,24,79,90,11,0.102003642,0.19125683,0.298136645,0.373406193,0.52173913,8,3,144,0.895145323,"Brandon Crawford",5343,543063
"Josh Harrison","- - -",138,558,8,58,60,9,0.055555555,0.134408602,0.27920792,0.341113105,0.4,9,5,141,0.741113105,"Josh Harrison",8202,543281
"Christian Vázquez","BOS",138,498,6,51,49,8,0.06626506,0.168674698,0.257641921,0.307847082,0.351528384,15,4,118,0.659375466,"Christian Vazquez",9774,543877
"Nick Castellanos","CIN",138,585,34,95,100,3,0.07008547,0.206837606,0.308851224,0.362393162,0.576271186,16,1,164,0.938664348,"Nick Castellanos",11737,592206
"Javier Báez","- - -",138,547,31,80,87,18,0.051188299,0.336380255,0.264940239,0.318681318,0.494023904,12,5,133,0.812705222,"Javier Baez",12979,595879
"Tyler O'Neill","STL",138,537,34,89,80,15,0.0707635,0.312849162,0.286307053,0.351955307,0.560165975,8,4,138,0.912121282,"Tyler O'Neill",15711,641933
"Jose Iglesias","- - -",137,511,9,65,48,5,0.04109589,0.146771037,0.271221532,0.309197651,0.391304347,10,2,131,0.700501998,"Jose Iglesias",10231,578428
"Jurickson Profar","SDP",137,412,4,47,33,10,0.118932038,0.15776699,0.226628895,0.329268292,0.320113314,12,5,80,0.649381606,"Jurickson Profar",10815,595777
"Joc Pederson","- - -",137,481,18,55,61,2,0.081081081,0.243243243,0.237762237,0.309771309,0.421911421,9,3,102,0.73168273,"Joc Pederson",11899,592626
"Joey Wendle","TBR",136,501,11,73,54,8,0.055888223,0.225548902,0.265217391,0.319361277,0.42173913,9,6,122,0.741100407,"Joey Wendle",13853,621563
"Josh Donaldson","MIN",135,543,26,73,72,0,0.136279926,0.209944751,0.24726477,0.351749539,0.474835886,22,0,113,0.826585425,"Josh Donaldson",5038,518626
"Avisaíl García","MIL",135,515,29,68,86,8,0.073786407,0.234951456,0.262472885,0.330097087,0.490238611,12,4,121,0.820335698,"Avisail Garcia",5760,541645
"Miguel Sanó","MIN",135,532,30,68,75,2,0.110902255,0.343984962,0.223404255,0.312030075,0.465957446,13,1,105,0.777987521,"Miguel Sano",12164,593934
"Enrique Hernández","BOS",134,585,20,84,60,1,0.104273504,0.188034188,0.25,0.336752136,0.448818897,4,0,127,0.785571033,"Enrique Hernandez",10472,571771
"J.T. Realmuto","PHI",134,537,17,64,73,13,0.089385474,0.240223463,0.262605042,0.34264432,0.43907563,8,3,125,0.78171995,"J.T. Realmuto",11739,592663
"Jackie Bradley Jr.","MIL",134,428,6,39,29,7,0.06542056,0.308411214,0.162790697,0.235981308,0.260981912,8,1,63,0.49696322,"Jackie Bradley Jr.",12984,598265
"Yandy Díaz","TBR",134,541,13,62,64,1,0.127541589,0.157116451,0.255913978,0.353049907,0.387096774,11,1,119,0.740146681,"Yandy Diaz",16578,650490
"Andrew Benintendi","KCR",134,538,17,63,73,8,0.066914498,0.180297397,0.275862068,0.324022346,0.442190669,2,9,136,0.766213015,"Andrew Benintendi",17901,643217
"Raimel Tapia","COL",133,533,6,69,50,20,0.075046904,0.131332082,0.273100616,0.327067669,0.371663244,8,6,133,0.698730913,"Raimel Tapia",14350,606132
"Bobby Dalbec","BOS",133,453,25,50,78,2,0.061810154,0.34437086,0.239808153,0.298013245,0.494004796,3,0,100,0.792018041,"Bobby Dalbec",19966,666915
"Miguel Rojas","MIA",132,539,9,66,48,13,0.06864564,0.13729128,0.264646464,0.321561338,0.391919191,10,3,131,0.713480529,"Miguel Rojas",7802,500743
"Tyler Stephenson","CIN",132,402,10,56,45,0,0.101990049,0.186567164,0.285714285,0.365671641,0.431428571,11,0,100,0.797100212,"Tyler Stephenson",17988,663886
"Trent Grisham","SDP",132,527,15,61,62,13,0.102466793,0.225806451,0.242424242,0.326996197,0.413419913,10,5,112,0.74041611,"Trent Grisham",18564,663757
"Jean Segura","PHI",131,567,14,76,58,9,0.068783068,0.137566137,0.289883268,0.348056537,0.435797665,16,3,149,0.783854202,"Jean Segura",5933,516416
"Andrelton Simmons","MIN",131,451,3,37,31,1,0.070953436,0.137472283,0.22330097,0.283482142,0.274271844,14,0,92,0.557753986,"Andrelton Simmons",10847,592743
"Jesús Aguilar","MIA",131,510,22,49,93,0,0.090196078,0.182352941,0.260579064,0.328712871,0.458797327,11,0,117,0.787510198,"Jesus Aguilar",11342,542583
"Tony Kemp","OAK",131,397,8,54,37,8,0.130982367,0.128463476,0.278787878,0.381679389,0.418181818,2,2,92,0.799861207,"Tony Kemp",14894,643393
"Austin Hays","BAL",131,529,22,73,71,4,0.052930056,0.202268431,0.25614754,0.30798479,0.461065573,9,3,125,0.769050363,"Austin Hays",19363,669720
"Miguel Cabrera","DET",130,526,15,48,75,0,0.076045627,0.2243346,0.256355932,0.315589353,0.38559322,21,0,121,0.701182573,"Miguel Cabrera",1744,408234
"Matt Carpenter","STL",130,249,3,18,21,2,0.140562248,0.309236947,0.169082125,0.305220883,0.275362318,1,0,35,0.580583201,"Matt Carpenter",8090,572761
"Will Smith","LAD",130,501,25,71,76,3,0.115768463,0.201596806,0.258454106,0.365269461,0.495169082,11,0,107,0.860438543,"Will Smith",19197,669257
"Fernando Tatis Jr.","SDP",130,546,42,99,97,25,0.113553113,0.28021978,0.282426778,0.364468864,0.610878661,5,4,135,0.975347525,"Fernando Tatis Jr.",19709,665487
"Joey Votto","CIN",129,533,36,73,99,1,0.14446529,0.238273921,0.265625,0.375234521,0.5625,7,0,119,0.937734521,"Joey Votto",4314,458015
"Nick Ahmed","ARI",129,473,5,46,38,7,0.071881606,0.21987315,0.221198156,0.280254777,0.338709677,9,2,96,0.618964454,"Nick Ahmed",12147,605113
"Austin Slater","SFG",129,306,12,39,32,15,0.091503267,0.274509803,0.240875912,0.320261437,0.423357664,7,2,66,0.743619101,"Austin Slater",16153,596103
"Willson Contreras","CHC",128,483,21,61,57,5,0.107660455,0.285714285,0.237288135,0.339544513,0.438256658,11,4,98,0.777801171,"Willson Contreras",11609,575929
"Tyler Naquin","CIN",127,454,19,52,70,5,0.077092511,0.233480176,0.270072992,0.332599118,0.476885644,9,3,111,0.809484762,"Tyler Naquin",13359,571980
"Gleyber Torres","NYY",127,516,9,50,51,14,0.096899224,0.201550387,0.259259259,0.330739299,0.366013071,12,6,119,0.69675237,"Gleyber Torres",16997,650402
"Nick Solak","TEX",127,511,11,57,49,7,0.066536203,0.209393346,0.242358078,0.314341846,0.362445414,11,5,111,0.67678726,"Nick Solak",19294,669256
"Andrew Vaughn","CHW",127,469,15,56,48,1,0.087420042,0.215351812,0.23501199,0.309168443,0.395683453,14,1,98,0.704851896,"Andrew Vaughn",26197,683734
"Leury García","CHW",126,474,5,60,54,6,0.08649789,0.20464135,0.267469879,0.33548387,0.375903614,12,2,111,0.711387484,"Leury Garcia",5913,544725
"Dylan Moore","SEA",126,377,12,42,43,21,0.106100795,0.294429708,0.180722891,0.275862068,0.334337349,6,5,60,0.610199417,"Dylan Moore",18042,664238
"Martín Maldonado","HOU",125,426,12,40,36,0,0.110328638,0.298122065,0.171581769,0.272300469,0.300268096,9,0,64,0.572568565,"Martin Maldonado",6887,455117
"Francisco Lindor","NYM",125,524,20,73,63,10,0.110687022,0.183206106,0.230088495,0.322393822,0.411504424,7,4,104,0.733898246,"Francisco Lindor",12916,596019
"Manuel Margot","TBR",125,464,10,55,57,13,0.079741379,0.150862068,0.254156769,0.313174946,0.382422802,4,8,107,0.695597748,"Manuel Margot",14712,622534
"Michael Conforto","NYM",125,479,14,52,55,1,0.123173277,0.217118997,0.231527093,0.34446764,0.384236453,14,0,94,0.728704093,"Michael Conforto",16376,624424
"Willi Castro","DET",125,450,9,56,38,9,0.051111111,0.242222222,0.220338983,0.272930648,0.351089588,5,4,91,0.624020236,"Willi Castro",17338,650489
"Odúbel Herrera","PHI",124,492,13,59,51,6,0.058943089,0.156504065,0.26,0.310204081,0.415555555,6,1,117,0.725759636,"Odubel Herrera",11476,546318
"Kevin Pillar","NYM",124,347,15,40,47,4,0.031700288,0.233429394,0.23076923,0.27665706,0.415384615,5,3,75,0.692041675,"Kevin Pillar",12434,607680
"Jazz Chisholm Jr.","MIA",124,507,18,70,53,23,0.067061143,0.285996055,0.247844827,0.302970297,0.424568965,3,8,115,0.727539262,"Jazz Chisholm Jr.",20454,665862
"Akil Baddoo","DET",124,461,13,60,55,18,0.097613882,0.264642082,0.259079903,0.329718004,0.435835351,5,4,107,0.765553355,"Akil Baddoo",22168,668731
"Omar Narváez","MIL",123,445,11,54,49,0,0.092134831,0.188764044,0.265984654,0.341573033,0.401534526,13,0,104,0.743107559,"Omar Narvaez",13338,553882
"Tim Anderson","CHW",123,551,17,94,61,18,0.039927404,0.215970961,0.309297912,0.337568058,0.468690702,5,7,163,0.80625876,"Tim Anderson",15172,641313
"Magneuris Sierra","MIA",123,225,0,27,5,11,0.066666666,0.222222222,0.229665071,0.28125,0.267942583,1,0,48,0.549192583,"Magneuris Sierra",17023,642423
"Kevin Kiermaier","TBR",122,390,4,54,37,9,0.084615384,0.253846153,0.258620689,0.328205128,0.387931034,4,5,90,0.716136162,"Kevin Kiermaier",11038,595281
"Ben Gamel","- - -",122,400,8,43,26,3,0.1275,0.2625,0.247058823,0.346733668,0.388235294,7,6,84,0.734968962,"Ben Gamel",12160,592325
"Mookie Betts","LAD",122,550,23,93,58,10,0.123636363,0.156363636,0.263948497,0.367272727,0.487124463,5,5,123,0.85439719,"Mookie Betts",13611,605141
"Michael Brantley","HOU",121,508,8,68,47,1,0.064960629,0.104330708,0.311300639,0.362204724,0.437100213,11,0,146,0.799304937,"Michael Brantley",4106,488726
